,Unnamed: 0,guess,author,presynaptic_ID,counts,postsynaptic_ID,symbol,dorso-ventral,frequency_counts
113,11725,Mi1,100,720575940611778290,22,720575940617861649,Mi1,,3
114,12940,Mi1,100,720575940643862324,35,720575940626446869,Mi1,,5
115,12436,Mi1,100,720575940640572733,22,720575940644600343,Mi1,,4
116,12561,Mi1,100,720575940621003457,22,720575940620745242,Mi1,,4
117,12031,Mi1,100,720575940606042814,18,720575940632490527,Mi1,,4
118,12134,Mi1,100,720575940618338260,35,720575940604383776,Mi1,,4
119,12883,Mi1,100,720575940630034243,26,720575940605852192,Mi1,,4
120,12823,Mi1,100,720575940625303788,22,720575940616641058,Mi1,,3
121,11915,Mi1,100,720575940611686513,43,720575940644596260,Mi1,,5
122,12079,Mi1,100,720575940614448059,22,720575940623278630,Mi1,,4
123,807,Mi1,100,720575940618795099,33,720575940639584317,Mi1,,3
124,11298,Mi1,100,720575940625478458,38,720575940624046630,Mi1,,5
125,14645,Mi1,100,720575940607228629,17,720575940623897129,Mi1,,3
126,14710,Mi1,100,720575940608309771,16,720575940629178923,Mi1,,2
127,13610,Mi1,100,720575940644342688,19,720575940626217516,Mi1,,5
128,13847,Mi1,100,720575940616097653,30,720575940632336941,Mi1,,4
129,13322,Mi1,100,720575940630193255,26,720575940625877552,Mi1,,4
130,14681,Mi1,100,720575940633872865,32,720575940614300211,Mi1,,5
131,14295,Mi1,100,720575940621643132,26,720575940638300724,Mi1,,5
132,14163,Mi1,100,720575940629287034,42,720575940635781684,Mi1,,4
133,13534,Mi1,100,720575940630055272,43,720575940641657396,Mi1,,4
134,941,Mi1,100,720575940612523669,18,720575940639197247,Mi1,,4
135,13976,Mi1,100,720575940621096686,39,720575940646718004,Mi1,,3
136,13393,Mi1,100,720575940623887128,22,720575940631624248,Mi1,,4
137,13649,Mi1,100,720575940625383944,29,720575940620479038,Mi1,,4
138,14038,Mi1,100,720575940631668475,16,720575940636955199,Mi1,,4
139,14449,Mi1,100,720575940619997121,36,720575940618459712,Mi1,,4
140,14815,Mi1,100,720575940626252303,27,720575940637592127,Mi1,,4
141,14381,Mi1,100,720575940617282747,27,720575940617005639,Mi1,,6
142,14097,Mi1,100,720575940631369078,21,720575940631855687,Mi1,,4
143,13451,Mi1,100,720575940637471054,32,720575940624708169,Mi1,,4
144,13043,Mi1,100,720575940618420278,36,720575940619999818,Mi1,,4
145,991,Mi1,100,720575940643929800,26,720575940637784127,Mi1,,4
146,14758,Mi1,100,720575940612556438,24,720575940628081226,Mi1,,5
147,14568,Mi1,100,720575940621183624,34,720575940629660239,Mi1,,6
148,13796,Mi1,100,720575940626085264,35,720575940632803921,Mi1,,4
149,13200,Mi1,100,720575940623989247,24,720575940616208982,Mi1,,4
150,14238,Mi1,100,720575940644639904,21,720575940630520407,Mi1,,5
151,13124,Mi1,100,720575940628544828,32,720575940630735447,Mi1,,5
152,14339,Mi1,100,720575940618389054,24,720575940631929431,Mi1,,5
153,13726,Mi1,100,720575940631195333,16,720575940638646874,Mi1,,6
154,14510,Mi1,100,720575940631162410,25,720575940633786975,Mi1,,5
155,13266,Mi1,100,720575940625981327,21,720575940633877087,Mi1,,4
156,1052,Mi1,100,720575940631102509,35,720575940616454210,Mi1,,4
157,13918,Mi1,100,720575940626089609,32,720575940620765793,Mi1,,6
158,15690,Mi1,100,720575940620101870,27,720575940610253410,Mi1,,5
159,15263,Mi1,100,720575940639546933,35,720575940611187298,Mi1,,5
160,15476,Mi1,100,720575940630720204,21,720575940621625953,Mi1,,6
161,15932,Mi1,100,720575940621585276,28,720575940622647907,Mi1,,5
162,15210,Mi1,100,720575940640672501,35,720575940624009827,Mi1,,4
163,14861,Mi1,100,720575940621314440,25,720575940636555877,Mi1,,3
164,16048,Mi1,100,720575940632932143,23,720575940629211756,Mi1,,6
165,15800,Mi1,100,720575940625223954,31,720575940637995632,Mi1,,3
166,16164,Mi1,100,720575940627116318,26,720575940637090416,Mi1,,4
167,772,Mi1,100,720575940632527524,16,720575940610367556,Mi1,,3
168,15628,Mi1,100,720575940625774631,48,720575940638487155,Mi1,,4
169,14997,Mi1,100,720575940621181424,40,720575940603568757,Mi1,,4
170,15330,Mi1,100,720575940612162227,47,720575940616194677,Mi1,,5
171,15149,Mi1,100,720575940640212413,22,720575940616577653,Mi1,,5
172,15746,Mi1,100,720575940633345375,24,720575940609942136,Mi1,,4
173,15863,Mi1,100,720575940611489746,44,720575940619090555,Mi1,,4
174,16620,Mi1,100,720575940637643950,23,720575940620890748,Mi1,,5
175,16482,Mi1,100,720575940626298567,28,720575940640090752,Mi1,,6
176,14932,Mi1,100,720575940632396444,27,720575940660454017,Mi1,,3
177,16216,Mi1,100,720575940648557689,33,720575940607197826,Mi1,,4
178,1199,Mi1,100,720575940619213771,25,720575940638814286,Mi1,,4
179,16544,Mi1,100,720575940640143192,18,720575940627772037,Mi1,,1
180,15597,Mi1,100,720575940617320331,11,720575940628189833,Mi1,,4
181,16417,Mi1,100,720575940614486782,49,720575940643322509,Mi1,,4
182,15391,Mi1,100,720575940627476040,38,720575940636686990,Mi1,,4
183,15084,Mi1,100,720575940633468385,27,720575940614191766,Mi1,,2
184,16571,Mi1,100,720575940644391112,38,720575940614722198,Mi1,,5
185,15988,Mi1,100,720575940632433052,38,720575940628169371,Mi1,,4
186,16098,Mi1,100,720575940630050920,39,720575940617847454,Mi1,,6
187,16280,Mi1,100,720575940621647996,28,720575940615234207,Mi1,,4
188,15516,Mi1,100,720575940626684689,49,720575940638950051,Mi1,,3
189,350,Mi1,100,720575940637571812,40,720575940632803411,Mi1,,3
190,16339,Mi1,100,720575940644950216,37,720575940639500963,Mi1,,5
191,17651,Mi1,100,720575940641105883,28,720575940612741799,Mi1,,3
192,16682,Mi1,100,720575940635540887,39,720575940627839656,Mi1,,5
193,17596,Mi1,100,720575940623160614,32,720575940605055660,Mi1,,5
194,17004,Mi1,100,720575940620183066,32,720575940631909037,Mi1,,5
195,17515,Mi1,100,720575940630827339,45,720575940632744621,Mi1,,4
196,17840,Mi1,100,720575940618311892,33,720575940633963181,Mi1,,5
197,17411,Mi1,100,720575940622206442,23,720575940622779061,Mi1,,3
198,16752,Mi1,100,720575940606057900,33,720575940619209408,Mi1,,4
199,17465,Mi1,100,720575940627160143,24,720575940614109892,Mi1,,4
200,1393,Mi1,100,720575940624785934,25,720575940617795668,Mi1,,4
201,18291,Mi1,100,720575940641224181,24,720575940630147781,Mi1,,6
202,17974,Mi1,100,720575940613676975,23,720575940643830472,Mi1,,5
203,18174,Mi1,100,720575940621491226,28,720575940643963592,Mi1,,4
204,17716,Mi1,100,720575940633004359,46,720575940614556363,Mi1,,5
205,18322,Mi1,100,720575940613120741,46,720575940630524631,Mi1,,3
206,17354,Mi1,100,720575940620739494,23,720575940617306841,Mi1,,7
207,17291,Mi1,100,720575940634440858,33,720575940617345753,Mi1,,5
208,17796,Mi1,100,720575940620115541,24,720575940632894174,Mi1,,4
209,16836,Mi1,100,720575940621505718,31,720575940614943455,Mi1,,4
210,18409,Mi1,100,720575940618148766,34,720575940615070431,Mi1,,4
211,588,Mi1,100,720575940633076691,24,720575940637980762,Mi1,,4
212,17215,Mi1,100,720575940632845463,37,720575940632879841,Mi1,,4
213,17113,Mi1,100,720575940616046348,8,720575940624503531,Mi1,,5
214,18042,Mi1,100,720575940627077834,21,720575940621181678,Mi1,,6
215,18094,Mi1,100,720575940622893150,29,720575940620419824,Mi1,,5
216,16884,Mi1,100,720575940616168276,30,720575940621169392,Mi1,,4
217,18248,Mi1,100,720575940628576335,27,720575940611969778,Mi1,,4
218,16948,Mi1,100,720575940607787138,17,720575940641000181,Mi1,,3
219,17140,Mi1,100,720575940630046736,33,720575940634499832,Mi1,,4
220,17900,Mi1,100,720575940617817693,37,720575940614187774,Mi1,,5
221,18472,Mi1,100,720575940631433487,14,720575940615088894,Mi1,,7
222,1719,Mi1,100,720575940624136485,31,720575940620576773,Mi1,,4
223,866,Mi1,100,720575940607385283,41,720575940609751138,Mi1,,5
224,17068,Mi1,100,720575940635757168,12,720575940616579841,Mi1,,2
225,19436,Mi1,100,720575940626644496,36,720575940620755717,Mi1,,4
226,18576,Mi1,100,720575940628273468,36,720575940600101641,Mi1,,5
227,19493,Mi1,100,720575940617449506,28,720575940628259594,Mi1,,4
228,19020,Mi1,100,720575940609758217,31,720575940607283977,Mi1,,3
229,19723,Mi1,100,720575940617282747,37,720575940614701836,Mi1,,6
230,20336,Mi1,100,720575940616111221,22,720575940625994506,Mi1,,4
231,18952,Mi1,100,720575940620605776,31,720575940627346186,Mi1,,4
232,18505,Mi1,100,720575940630011961,45,720575940626967311,Mi1,,4
233,18648,Mi1,100,720575940610418296,31,720575940609420043,Mi1,,4
234,2062,Mi1,100,720575940627723416,37,720575940605939814,Mi1,,4
235,19358,Mi1,100,720575940632238675,45,720575940627534613,Mi1,,6
236,20137,Mi1,100,720575940627080945,41,720575940621488922,Mi1,,4
237,20262,Mi1,100,720575940608278281,30,720575940618066715,Mi1,,4
238,20029,Mi1,100,720575940621269603,40,720575940627727134,Mi1,,4
239,18781,Mi1,100,720575940610578786,40,720575940632611615,Mi1,,4
240,19790,Mi1,100,720575940636037983,42,720575940633520927,Mi1,,3
241,18915,Mi1,100,720575940616046348,32,720575940621527841,Mi1,,5
242,19147,Mi1,100,720575940648026756,16,720575940625584933,Mi1,,4
243,19182,Mi1,100,720575940637106573,31,720575940624679719,Mi1,,4
244,19875,Mi1,100,720575940630440007,35,720575940613118760,Mi1,,3
245,2263,Mi1,100,720575940617027257,36,720575940629123175,Mi1,,4
246,20211,Mi1,100,720575940611882725,33,720575940625943340,Mi1,,4
247,19667,Mi1,100,720575940626697609,35,720575940627200812,Mi1,,4
248,19574,Mi1,100,720575940604687532,30,720575940625910576,Mi1,,4
249,18877,Mi1,100,720575940621252451,16,720575940627811132,Mi1,,4
250,19242,Mi1,100,720575940628683516,24,720575940617390910,Mi1,,6
251,19299,Mi1,100,720575940625800209,31,720575940637688639,Mi1,,4
252,18698,Mi1,100,720575940618902811,49,720575940618865472,Mi1,,4
253,20099,Mi1,100,720575940634823822,27,720575940615512898,Mi1,,4
254,19933,Mi1,100,720575940625653652,35,720575940631378755,Mi1,,5
255,19982,Mi1,100,720575940622780118,23,720575940631382851,Mi1,,1
256,3615,Mi1,100,720575940611884773,52,720575940633770091,Mi1,,4
257,19082,Mi1,100,720575940616095259,35,720575940638282566,Mi1,,3
258,21060,Mi1,100,720575940636102042,22,720575940617018183,Mi1,,4
259,21352,Mi1,100,720575940628273468,30,720575940618373962,Mi1,,5
260,20835,Mi1,100,720575940616304925,31,720575940620639050,Mi1,,4
261,20644,Mi1,100,720575940613994898,41,720575940627561290,Mi1,,3
262,21118,Mi1,100,720575940611704689,33,720575940639650638,Mi1,,5
263,20547,Mi1,100,720575940638341353,11,720575940618802000,Mi1,,3
264,21277,Mi1,100,720575940611751347,37,720575940626680665,Mi1,,4
265,21630,Mi1,100,720575940624328167,41,720575940637707098,Mi1,,3
266,21557,Mi1,100,720575940618697506,46,720575940618038109,Mi1,,4
267,1996,Mi1,100,720575940631539397,26,720575940620572781,Mi1,,4
268,21984,Mi1,100,720575940640503640,35,720575940635149151,Mi1,,5
269,20591,Mi1,100,720575940626235644,48,720575940621130593,Mi1,,4
270,20905,Mi1,100,720575940629763663,41,720575940636224363,Mi1,,4
271,22188,Mi1,100,720575940629104377,28,720575940628552556,Mi1,,5
272,20967,Mi1,100,720575940643285389,36,720575940630719340,Mi1,,4
273,21225,Mi1,100,720575940619944360,28,720575940636466032,Mi1,,4
274,21829,Mi1,100,720575940635689626,35,720575940620981108,Mi1,,4
275,20464,Mi1,100,720575940636847167,49,720575940603526005,Mi1,,6
276,21703,Mi1,100,720575940634766699,37,720575940649880441,Mi1,,4
277,22043,Mi1,100,720575940618786205,34,720575940639773568,Mi1,,4
278,2508,Mi1,100,720575940624185904,25,720575940617308277,Mi1,,4
279,21418,Mi1,100,720575940630964551,29,720575940606821250,Mi1,,4
280,22143,Mi1,100,720575940631433487,29,720575940647830404,Mi1,,7
281,21888,Mi1,100,720575940631440697,22,720575940619453318,Mi1,,4
282,22089,Mi1,100,720575940609925589,25,720575940641231757,Mi1,,4
283,21951,Mi1,100,720575940637228341,28,720575940613526422,Mi1,,4
284,20711,Mi1,100,720575940633827996,24,720575940615541654,Mi1,,3
285,21477,Mi1,100,720575940632113439,37,720575940613669784,Mi1,,4
286,21768,Mi1,100,720575940632155922,27,720575940634256279,Mi1,,5
287,20774,Mi1,100,720575940622286669,36,720575940634346391,Mi1,,3
288,20383,Mi1,100,720575940630000399,36,720575940635282332,Mi1,,5
289,3360,Mi1,100,720575940613956242,25,720575940649994361,Mi1,,5
290,21191,Mi1,100,720575940621756336,14,720575940618910621,Mi1,,2
291,23129,Mi1,100,720575940617637204,27,720575940618818462,Mi1,,4
292,23605,Mi1,100,720575940637930926,23,720575940620131237,Mi1,,4
293,23020,Mi1,100,720575940605029856,28,720575940615078831,Mi1,,6
294,22956,Mi1,100,720575940629504105,32,720575940635245492,Mi1,,4
295,23074,Mi1,100,720575940614750870,20,720575940625222581,Mi1,,4
296,22499,Mi1,100,720575940635542895,26,720575940635542452,Mi1,,6
297,22236,Mi1,100,720575940631816332,35,720575940623801272,Mi1,,6
298,23812,Mi1,100,720575940625547909,30,720575940617614265,Mi1,,5
299,22739,Mi1,100,720575940627189622,38,720575940623858616,Mi1,,4
300,2969,Mi1,100,720575940623942408,35,720575940614991997,Mi1,,5
301,23486,Mi1,100,720575940616893638,33,720575940614835131,Mi1,,4
302,22551,Mi1,100,720575940605262880,36,720575940599755718,Mi1,,4
303,23875,Mi1,100,720575940632606509,24,720575940643136456,Mi1,,2
304,23236,Mi1,100,720575940613508210,25,720575940643722184,Mi1,,5
305,22410,Mi1,100,720575940622516104,43,720575940631251919,Mi1,,7
306,23733,Mi1,100,720575940618710813,17,720575940641057744,Mi1,,2
307,23544,Mi1,100,720575940638407494,29,720575940616518612,Mi1,,6
308,23668,Mi1,100,720575940616553541,39,720575940617554900,Mi1,,2
309,22813,Mi1,100,720575940627176566,48,720575940607902682,Mi1,,5
310,24035,Mi1,100,720575940606513342,19,720575940637379550,Mi1,,6
311,2565,Mi1,100,720575940616558405,42,720575940626217085,Mi1,,4
312,22624,Mi1,100,720575940629485041,41,720575940633496545,Mi1,,4
313,23434,Mi1,100,720575940624940675,28,720575940633981921,Mi1,,5
314,23774,Mi1,100,720575940635149466,21,720575940618181606,Mi1,,3
315,23181,Mi1,100,720575940638312006,39,720575940617718758,Mi1,,5
316,23972,Mi1,100,720575940606712777,20,720575940623504359,Mi1,,4
317,22902,Mi1,100,720575940631865874,23,720575940623692775,Mi1,,4
318,23351,Mi1,100,720575940626900086,35,720575940623438828,Mi1,,4
319,22690,Mi1,100,720575940633027539,22,720575940613037037,Mi1,,4
320,22316,Mi1,100,720575940622304895,30,720575940610968562,Mi1,,4
321,23308,Mi1,100,720575940648026756,13,720575940630457335,Mi1,,4
322,2669,Mi1,100,720575940639404605,37,720575940627505277,Mi1,,3
323,23925,Mi1,100,720575940630171207,16,720575940622969853,Mi1,,4
324,24898,Mi1,100,720575940631717906,17,720575940625114109,Mi1,,3
325,25583,Mi1,100,720575940614650163,37,720575940627375106,Mi1,,4
326,25323,Mi1,100,720575940628863994,19,720575940607814665,Mi1,,6
327,24638,Mi1,100,720575940628439356,27,720575940627149834,Mi1,,4
328,24149,Mi1,100,720575940638102384,36,720575940608363531,Mi1,,4
329,25448,Mi1,100,720575940636275124,14,720575940623961101,Mi1,,3
330,24505,Mi1,100,720575940631758423,16,720575940626422805,Mi1,,4
331,24837,Mi1,100,720575940623530032,39,720575940622967832,Mi1,,4
332,24082,Mi1,100,720575940610903854,34,720575940626623516,Mi1,,4
333,1670,Mi1,100,720575940614545851,31,720575940628459526,Mi1,,4
334,2718,Mi1,100,720575940634978222,29,720575940622780543,Mi1,,6
335,25166,Mi1,100,720575940640355213,27,720575940626723870,Mi1,,4
336,25101,Mi1,100,720575940608431061,17,720575940621618209,Mi1,,6
337,25026,Mi1,100,720575940631816332,18,720575940621780001,Mi1,,6
338,24369,Mi1,100,720575940660975745,32,720575940626097189,Mi1,,6
339,25280,Mi1,100,720575940614850088,22,720575940626211884,Mi1,,5
340,24953,Mi1,100,720575940621643132,9,720575940635806772,Mi1,,5
341,24787,Mi1,100,720575940629098878,28,720575940640283701,Mi1,,3
342,25215,Mi1,100,720575940632787816,29,720575940641655860,Mi1,,4
343,25847,Mi1,100,720575940631379512,34,720575940617212987,Mi1,,4
344,25391,Mi1,100,720575940612393000,29,720575940617684027,Mi1,,4
345,2149,Mi1,100,720575940629678124,31,720575940660772993,Mi1,,4
346,25747,Mi1,100,720575940620826900,38,720575940618458176,Mi1,,4
347,25695,Mi1,100,720575940637177054,44,720575940608924740,Mi1,,4
348,25513,Mi1,100,720575940626064456,36,720575940619387973,Mi1,,5
349,24433,Mi1,100,720575940619265140,40,720575940624141385,Mi1,,5
350,24681,Mi1,100,720575940630919763,25,720575940625347661,Mi1,,5
351,24308,Mi1,100,720575940631726440,28,720575940639036494,Mi1,,5
352,25633,Mi1,100,720575940624402761,25,720575940632417363,Mi1,,2
353,24215,Mi1,100,720575940621472750,42,720575940621038677,Mi1,,7
354,25796,Mi1,100,720575940628437776,14,720575940639503448,Mi1,,5
355,24561,Mi1,100,720575940621526655,34,720575940626510937,Mi1,,3
356,2419,Mi1,100,720575940637260133,31,720575940617803911,Mi1,,4
357,24730,Mi1,100,720575940629714999,25,720575940608511068,Mi1,,4
358,27060,Mi1,100,720575940606476478,41,720575940635718751,Mi1,,4
359,26875,Mi1,100,720575940627147080,42,720575940632720485,Mi1,,6
360,25977,Mi1,100,720575940631718028,32,720575940636515429,Mi1,,6
361,27226,Mi1,100,720575940621723283,20,720575940634520683,Mi1,,4
362,26727,Mi1,100,720575940634569442,20,720575940635931755,Mi1,,5
363,26411,Mi1,100,720575940625153836,20,720575940612211826,Mi1,,5
364,27682,Mi1,100,720575940613709983,28,720575940629761146,Mi1,,5
365,27098,Mi1,100,720575940624217528,33,720575940639952000,Mi1,,4
366,26595,Mi1,100,720575940609667083,48,720575940627170437,Mi1,,4
367,3209,Mi1,100,720575940604255712,32,720575940620419207,Mi1,,5
368,26055,Mi1,100,720575940634978222,25,720575940630834316,Mi1,,6
369,26141,Mi1,100,720575940621659046,51,720575940635518093,Mi1,,4
370,27311,Mi1,100,720575940632460077,31,720575940617391249,Mi1,,3
371,26329,Mi1,100,720575940629246586,47,720575940623627411,Mi1,,6
372,27743,Mi1,100,720575940637161013,36,720575940613534870,Mi1,,5
373,26461,Mi1,100,720575940625924995,40,720575940614122646,Mi1,,4
374,27265,Mi1,100,720575940635225495,27,720575940614743190,Mi1,,4
375,26276,Mi1,100,720575940627273274,16,720575940633005212,Mi1,,3
376,27143,Mi1,100,720575940623946851,36,720575940618097821,Mi1,,5
377,27008,Mi1,100,720575940628694671,7,720575940616158366,Mi1,,7
378,1842,Mi1,100,720575940631432901,70,720575940627286153,Mi1,,4
379,26954,Mi1,100,720575940611780450,17,720575940654435489,Mi1,,5
380,26545,Mi1,100,720575940652626934,15,720575940614276271,Mi1,,3
381,26222,Mi1,100,720575940610952198,47,720575940620076208,Mi1,,4
382,27476,Mi1,100,720575940603042272,31,720575940604828849,Mi1,,5
